season_Match_Event_Type_primary,season_Match_Event_minute,season_Match_Event_second,season_Match_Event_infraction_yellowCard,season_Match_Event_infraction_redCard,season_Match_Event_playerId,season_Match_Event_opponentTeamId,season_Match_Event_teamId,season_Match_Event_infraction_opponentId,season_Match_Event_infraction_type,season_Match_Event_location_x,season_Match_Event_location_y
infraction,4,9,False,False,131976,16175,16179,120668.0,regular_foul,50,49
infraction,4,59,False,False,291029,16175,16179,120668.0,regular_foul,28,78
infraction,8,22,False,False,120668,16179,16175,131976.0,regular_foul,72,96
infraction,10,24,False,False,552395,16175,16179,370850.0,regular_foul,91,55
infraction,11,29,False,False,25828,16179,16175,552414.0,regular_foul,40,25
infraction,12,0,False,False,124643,16179,16175,552394.0,regular_foul,57,68
infraction,12,30,False,False,354251,16175,16179,124643.0,regular_foul,71,29
infraction,16,15,True,False,552395,16175,16179,437525.0,regular_foul,65,57
infraction,17,17,False,False,377412,16175,16179,,hand_foul,56,89
infraction,20,30,False,False,124643,16179,16175,552395.0,regular_foul,85,38
infraction,22,21,False,False,552326,16179,16175,552418.0,regular_foul,9,13
infraction,26,35,False,False,437526,16179,16175,377412.0,regular_foul,62,57
offside,29,23,,,552328,16179,16175,,,72,40
infraction,29,58,False,False,552394,16175,16179,552326.0,regular_foul,70,67
infraction,31,29,False,False,25828,16179,16175,552409.0,regular_foul,89,32
offside,32,6,,,552418,16175,16179,,,72,42
infraction,32,46,False,False,552414,16175,16179,25828.0,regular_foul,58,75
infraction,33,20,False,False,124643,16179,16175,354251.0,regular_foul,25,65
infraction,36,44,False,False,291029,16175,16179,552328.0,regular_foul,22,65
infraction,41,6,False,False,437525,16179,16175,552397.0,regular_foul,28,72
infraction,45,33,False,False,552332,16179,16175,354251.0,regular_foul,34,96
infraction,46,13,False,False,552395,16175,16179,120668.0,regular_foul,65,58
infraction,47,3,False,False,552418,16175,16179,,hand_foul,86,54
infraction,48,5,False,False,552333,16179,16175,377412.0,regular_foul,36,69
infraction,49,2,False,False,120668,16179,16175,291029.0,regular_foul,60,33
infraction,49,32,False,False,437526,16179,16175,552397.0,regular_foul,37,91
penalty,50,50,True,False,26308,16179,16175,,hand_foul,12,30
infraction,53,43,False,False,552418,16175,16179,552326.0,regular_foul,67,64
infraction,54,49,False,False,131976,16175,16179,437526.0,regular_foul,7,15
infraction,57,28,False,False,552418,16175,16179,552326.0,regular_foul,76,84
infraction,57,53,False,False,552409,16175,16179,26308.0,regular_foul,94,92
infraction,58,57,False,False,354251,16175,16179,,hand_foul,88,12
infraction,60,26,True,False,552409,16175,16179,26308.0,regular_foul,14,87
infraction,63,52,False,False,354251,16175,16179,552332.0,regular_foul,74,36
infraction,64,36,False,False,25828,16179,16175,552414.0,regular_foul,78,15
infraction,65,21,False,False,552394,16175,16179,25828.0,regular_foul,65,79
infraction,68,56,False,False,354251,16175,16179,25828.0,regular_foul,40,13
infraction,70,39,True,False,552418,16175,16179,437525.0,regular_foul,69,28
infraction,71,32,False,False,291029,16175,16179,198122.0,regular_foul,35,75
infraction,73,41,False,False,552399,16175,16179,124643.0,regular_foul,38,31
infraction,73,54,True,False,552394,16175,16179,198122.0,regular_foul,28,83
infraction,78,47,False,False,25828,16179,16175,552395.0,regular_foul,66,44
infraction,80,52,False,False,552414,16175,16179,,hand_foul,52,86
infraction,81,51,False,False,552395,16175,16179,124643.0,regular_foul,41,14
infraction,83,52,False,False,131976,16175,16179,437526.0,regular_foul,36,34
infraction,84,37,False,False,124643,16179,16175,552414.0,regular_foul,40,27
infraction,87,39,False,False,552409,16175,16179,437526.0,regular_foul,36,92
infraction,88,51,False,False,552334,16179,16175,552395.0,regular_foul,68,64
offside,89,13,,,552401,16175,16179,,,62,64
infraction,91,39,False,False,0,16179,16175,0.0,regular_foul,71,65
infraction,92,18,False,False,552326,16179,16175,552401.0,regular_foul,33,27
