season_Match_Event_Type_primary,season_Match_Event_minute,season_Match_Event_second,season_Match_Event_infraction_yellowCard,season_Match_Event_infraction_redCard,season_Match_Event_playerId,season_Match_Event_opponentTeamId,season_Match_Event_teamId,season_Match_Event_infraction_opponentId,season_Match_Event_infraction_type,season_Match_Event_location_x,season_Match_Event_location_y
infraction,0,9,False,False,413594,16168,16179,,hand_foul,78,23
infraction,0,40,False,False,431015,16179,16168,552676.0,regular_foul,26,16
infraction,1,20,False,False,716221,16168,16179,,hand_foul,77,66
infraction,6,34,False,False,772719,16168,16179,709474.0,regular_foul,36,87
infraction,9,33,False,False,716221,16168,16179,532185.0,regular_foul,27,94
infraction,12,48,False,False,413594,16168,16179,621914.0,regular_foul,89,56
infraction,15,6,True,False,632532,16168,16179,707520.0,regular_foul,23,32
infraction,17,53,False,False,709474,16179,16168,772719.0,regular_foul,60,22
infraction,20,2,False,False,532185,16179,16168,714018.0,regular_foul,68,75
infraction,22,38,False,False,707520,16179,16168,707537.0,regular_foul,38,80
infraction,26,6,False,False,632532,16168,16179,709474.0,regular_foul,47,68
infraction,28,15,False,False,714018,16168,16179,552495.0,regular_foul,34,7
infraction,28,49,False,False,859033,16179,16168,714018.0,regular_foul,85,9
infraction,42,24,False,False,859033,16179,16168,599015.0,regular_foul,53,96
infraction,43,31,False,False,709283,16168,16179,709474.0,regular_foul,67,26
infraction,44,53,False,False,707520,16179,16168,632532.0,regular_foul,89,71
infraction,50,33,False,False,714018,16168,16179,607942.0,regular_foul,35,54
infraction,53,2,False,False,413594,16168,16179,431015.0,regular_foul,35,27
infraction,54,22,False,False,607942,16179,16168,552676.0,regular_foul,41,28
infraction,55,25,False,False,716221,16168,16179,708914.0,regular_foul,86,6
infraction,61,51,False,False,599015,16168,16179,708914.0,regular_foul,88,58
infraction,65,23,False,False,431015,16179,16168,602373.0,regular_foul,53,15
infraction,66,39,False,False,716221,16168,16179,501468.0,regular_foul,74,30
offside,79,43,,,572473,16168,16179,,,89,51
infraction,82,45,False,False,813078,16168,16179,708914.0,regular_foul,82,11
infraction,86,40,True,False,707517,16179,16168,,time_lost_foul,98,95
infraction,89,49,False,False,501468,16179,16168,813078.0,regular_foul,35,94
infraction,92,55,False,False,689065,16168,16179,859033.0,regular_foul,72,17
infraction,94,1,True,False,602373,16168,16179,707526.0,regular_foul,67,80
