season_Match_Event_Type_primary,season_Match_Event_minute,season_Match_Event_second,season_Match_Event_infraction_yellowCard,season_Match_Event_infraction_redCard,season_Match_Event_playerId,season_Match_Event_opponentTeamId,season_Match_Event_teamId,season_Match_Event_infraction_opponentId,season_Match_Event_infraction_type,season_Match_Event_location_x,season_Match_Event_location_y
infraction,0,25,False,False,295924,16170,16173,120605.0,regular_foul,52,27
infraction,1,27,False,False,552309,16170,16173,0.0,regular_foul,70,76
infraction,4,31,False,False,489221,16173,16170,424147.0,regular_foul,72,21
infraction,5,22,False,False,447059,16170,16173,249171.0,regular_foul,20,43
infraction,7,1,False,False,551962,16173,16170,424147.0,regular_foul,64,10
infraction,12,50,False,False,552322,16170,16173,551962.0,regular_foul,28,88
offside,13,36,,,120604,16173,16170,,,92,44
infraction,15,16,False,False,419243,16173,16170,120683.0,regular_foul,70,89
infraction,20,3,False,False,424147,16170,16173,489221.0,regular_foul,24,91
infraction,22,24,False,False,295924,16170,16173,120604.0,regular_foul,66,43
infraction,24,52,False,False,268808,16170,16173,249171.0,regular_foul,55,16
infraction,27,58,False,False,356210,16173,16170,257468.0,regular_foul,73,10
infraction,28,52,False,False,424147,16170,16173,548251.0,regular_foul,23,39
infraction,30,48,False,False,551954,16173,16170,120660.0,regular_foul,92,60
infraction,32,16,False,False,293083,16170,16173,120604.0,regular_foul,79,14
infraction,34,27,False,False,552309,16170,16173,548251.0,regular_foul,57,59
infraction,34,48,False,False,552309,16170,16173,120605.0,regular_foul,35,17
infraction,35,9,False,False,424147,16170,16173,551954.0,regular_foul,46,50
infraction,36,15,True,False,120605,16173,16170,,out_of_play_foul,73,10
infraction,38,12,False,False,447059,16170,16173,419243.0,regular_foul,55,86
infraction,40,8,False,False,257468,16170,16173,,hand_foul,93,91
infraction,44,7,False,False,356210,16173,16170,,hand_foul,77,6
infraction,44,50,False,False,424147,16170,16173,249171.0,regular_foul,49,70
infraction,45,19,False,False,356210,16173,16170,,hand_foul,75,7
infraction,47,44,False,False,267055,16173,16170,257468.0,regular_foul,14,2
infraction,50,42,False,False,267055,16173,16170,552309.0,regular_foul,54,1
infraction,52,35,False,False,552309,16170,16173,551954.0,regular_foul,57,50
infraction,54,23,False,False,551962,16173,16170,447059.0,regular_foul,65,30
infraction,58,53,False,False,552309,16170,16173,120605.0,regular_foul,42,9
infraction,60,40,False,False,285591,16170,16173,551954.0,regular_foul,45,11
infraction,63,42,False,False,551962,16173,16170,268808.0,regular_foul,47,66
infraction,65,27,False,False,552309,16170,16173,489221.0,regular_foul,44,76
infraction,67,17,False,False,419243,16173,16170,120660.0,regular_foul,93,60
infraction,68,52,False,False,257468,16170,16173,489221.0,regular_foul,84,17
infraction,71,58,False,False,268808,16170,16173,249171.0,regular_foul,47,53
infraction,73,35,False,False,268808,16170,16173,548251.0,regular_foul,26,66
infraction,75,27,False,False,257468,16170,16173,551954.0,regular_foul,61,34
infraction,76,2,True,False,552325,16170,16173,120605.0,regular_foul,17,5
infraction,77,28,False,False,548251,16173,16170,552309.0,regular_foul,65,3
infraction,80,39,False,False,552418,16173,16170,285591.0,regular_foul,71,24
infraction,81,20,False,False,295924,16170,16173,120605.0,regular_foul,75,45
infraction,82,3,False,False,551950,16173,16170,552319.0,regular_foul,91,66
infraction,84,47,True,False,257468,16170,16173,120605.0,regular_foul,86,19
infraction,86,8,False,False,267055,16173,16170,295924.0,regular_foul,29,4
infraction,88,17,False,False,249171,16173,16170,285591.0,regular_foul,61,65
infraction,91,37,False,False,120683,16170,16173,551954.0,regular_foul,86,5
