season_Match_Event_Type_primary,season_Match_Event_minute,season_Match_Event_second,season_Match_Event_infraction_yellowCard,season_Match_Event_infraction_redCard,season_Match_Event_playerId,season_Match_Event_opponentTeamId,season_Match_Event_teamId,season_Match_Event_infraction_opponentId,season_Match_Event_infraction_type,season_Match_Event_location_x,season_Match_Event_location_y
infraction,0,37,False,False,489672,16179,16180,680005.0,regular_foul,10,97
infraction,1,47,False,False,552418,16180,16179,257472.0,regular_foul,95,72
infraction,6,46,False,False,489672,16179,16180,680005.0,regular_foul,55,91
infraction,10,53,False,False,442895,16180,16179,573635.0,regular_foul,26,88
offside,16,58,,,551957,16180,16179,,,68,85
offside,20,0,,,552418,16180,16179,,,88,26
infraction,27,59,False,False,257472,16179,16180,552418.0,regular_foul,42,5
infraction,29,59,False,False,560631,16179,16180,285594.0,regular_foul,57,90
offside,31,55,,,573635,16179,16180,,,93,54
offside,37,39,,,552418,16180,16179,,,92,89
infraction,39,18,False,False,573635,16179,16180,285594.0,regular_foul,5,6
infraction,40,0,False,False,629406,16180,16179,145594.0,regular_foul,96,51
infraction,40,56,True,False,489672,16179,16180,,out_of_play_foul,32,99
infraction,43,37,False,False,552395,16180,16179,250180.0,regular_foul,56,47
infraction,49,54,False,False,552418,16180,16179,489224.0,regular_foul,97,15
infraction,53,37,False,False,551957,16180,16179,,hand_foul,95,92
offside,53,51,,,573635,16179,16180,,,67,7
infraction,54,15,False,False,408001,16179,16180,551957.0,regular_foul,33,11
offside,54,51,,,629406,16180,16179,,,82,53
infraction,57,0,False,False,257472,16179,16180,680005.0,regular_foul,43,5
infraction,58,43,False,False,489672,16179,16180,709282.0,regular_foul,75,90
infraction,62,43,False,False,552418,16180,16179,493006.0,regular_foul,39,73
infraction,63,3,True,False,629406,16180,16179,,protest_foul,33,68
infraction,64,52,False,False,573635,16179,16180,,hand_foul,82,36
infraction,69,17,False,False,551957,16180,16179,619581.0,regular_foul,59,7
infraction,70,3,True,False,590749,16180,16179,,out_of_play_foul,57,1
infraction,71,6,False,False,285591,16179,16180,552418.0,regular_foul,44,28
infraction,78,17,False,False,619581,16179,16180,285594.0,regular_foul,88,73
offside,78,34,,,552418,16180,16179,,,80,24
infraction,81,10,False,False,257472,16179,16180,707545.0,regular_foul,30,7
infraction,85,35,False,False,552463,16179,16180,551957.0,regular_foul,56,94
infraction,86,21,False,False,250180,16179,16180,689065.0,regular_foul,36,18
infraction,87,37,False,False,609678,16179,16180,729393.0,regular_foul,30,45
infraction,90,8,False,False,573635,16179,16180,709282.0,regular_foul,67,94
infraction,93,30,False,False,552418,16180,16179,285591.0,regular_foul,38,60
