season_Match_Event_Type_primary,season_Match_Event_minute,season_Match_Event_second,season_Match_Event_infraction_yellowCard,season_Match_Event_infraction_redCard,season_Match_Event_playerId,season_Match_Event_opponentTeamId,season_Match_Event_teamId,season_Match_Event_infraction_opponentId,season_Match_Event_infraction_type,season_Match_Event_location_x,season_Match_Event_location_y
offside,0,44,,,607942,16183,16168,,,76,61
infraction,3,46,False,False,517799,16183,16168,375020.0,regular_foul,68,68
infraction,5,18,False,False,607942,16183,16168,672250.0,regular_foul,59,4
infraction,7,39,False,False,552397,16168,16183,707518.0,regular_foul,82,30
infraction,8,55,False,False,552397,16168,16183,552414.0,regular_foul,16,10
infraction,12,7,False,False,552414,16183,16168,375020.0,regular_foul,74,91
infraction,14,22,False,False,517799,16183,16168,375020.0,regular_foul,59,71
infraction,20,32,False,False,552397,16168,16183,552414.0,regular_foul,45,29
infraction,22,31,False,False,552414,16183,16168,582231.0,regular_foul,64,62
infraction,23,30,True,False,582231,16168,16183,552414.0,regular_foul,31,24
offside,24,53,,,552555,16168,16183,,,81,65
infraction,27,26,False,False,552414,16183,16168,552397.0,regular_foul,56,45
infraction,27,46,False,False,543097,16183,16168,672250.0,regular_foul,12,3
infraction,29,58,False,False,519029,16183,16168,552273.0,regular_foul,36,30
infraction,31,19,True,False,707518,16183,16168,215407.0,regular_foul,23,69
infraction,38,36,False,False,519029,16183,16168,552273.0,regular_foul,47,47
infraction,43,3,True,False,543097,16183,16168,413042.0,regular_foul,23,15
offside,47,25,,,708916,16183,16168,,,71,43
infraction,45,25,False,False,552397,16168,16183,707518.0,regular_foul,89,29
infraction,49,6,False,False,518751,16183,16168,375020.0,regular_foul,47,47
infraction,49,14,False,False,295921,16168,16183,518751.0,regular_foul,57,69
infraction,50,40,False,False,552273,16168,16183,518751.0,regular_foul,64,65
offside,63,33,,,519029,16183,16168,,,58,69
offside,63,58,,,708916,16183,16168,,,70,42
infraction,66,13,False,False,740349,16168,16183,517799.0,regular_foul,78,62
infraction,66,32,False,False,431015,16183,16168,672250.0,regular_foul,63,29
infraction,67,1,False,False,552555,16168,16183,708914.0,regular_foul,81,60
infraction,67,32,False,False,375020,16168,16183,517799.0,regular_foul,63,62
infraction,71,2,False,False,740349,16168,16183,431015.0,regular_foul,26,90
infraction,72,55,True,False,740349,16168,16183,,protest_foul,42,10
infraction,74,51,False,False,543097,16183,16168,295921.0,regular_foul,27,11
infraction,80,57,False,False,552273,16168,16183,714018.0,regular_foul,43,75
infraction,81,50,False,False,431015,16183,16168,740349.0,regular_foul,42,11
offside,82,9,,,422152,16168,16183,,,90,29
infraction,83,0,False,False,714018,16183,16168,740349.0,regular_foul,49,28
infraction,85,55,False,False,431015,16183,16168,543089.0,regular_foul,97,25
infraction,88,14,False,False,552555,16168,16183,517799.0,regular_foul,75,69
infraction,89,30,False,False,552414,16183,16168,375020.0,regular_foul,24,17
infraction,92,36,False,False,517799,16183,16168,285595.0,regular_foul,26,40
infraction,94,1,False,False,714018,16183,16168,672250.0,regular_foul,66,35
infraction,94,27,False,False,543089,16168,16183,708914.0,regular_foul,88,41
