season_Match_Event_Type_primary,season_Match_Event_minute,season_Match_Event_second,season_Match_Event_infraction_yellowCard,season_Match_Event_infraction_redCard,season_Match_Event_playerId,season_Match_Event_opponentTeamId,season_Match_Event_teamId,season_Match_Event_infraction_opponentId,season_Match_Event_infraction_type,season_Match_Event_location_x,season_Match_Event_location_y
offside,2,38,,,723808,16196,16183,,,81,60
infraction,5,0,False,False,863016,16196,16183,356210.0,regular_foul,47,90
offside,5,48,,,556489,16183,16196,,,63,35
infraction,7,51,False,False,772710,16183,16196,501477.0,regular_foul,30,11
infraction,15,53,False,False,809609,16183,16196,629127.0,regular_foul,15,5
infraction,19,4,False,False,731578,16196,16183,718053.0,regular_foul,88,36
infraction,20,8,False,False,772710,16183,16196,863016.0,regular_foul,64,16
infraction,22,51,False,False,863016,16196,16183,772710.0,regular_foul,37,55
infraction,25,28,False,False,507210,16196,16183,0.0,regular_foul,33,3
infraction,28,54,False,False,556489,16183,16196,507210.0,regular_foul,31,80
infraction,30,38,False,False,772710,16183,16196,552273.0,regular_foul,55,30
infraction,34,43,False,False,582231,16196,16183,556489.0,regular_foul,14,93
infraction,37,40,False,False,552273,16196,16183,285591.0,regular_foul,45,38
infraction,40,31,False,False,629127,16196,16183,772710.0,regular_foul,75,25
infraction,45,6,False,False,713831,16183,16196,501477.0,regular_foul,46,28
infraction,45,55,True,False,789324,16183,16196,731578.0,regular_foul,25,62
infraction,47,45,False,False,723808,16196,16183,718053.0,regular_foul,95,50
infraction,45,50,False,False,863016,16196,16183,789324.0,regular_foul,70,86
infraction,49,40,False,False,507210,16196,16183,598906.0,regular_foul,74,8
infraction,53,27,False,False,285591,16183,16196,,hand_foul,23,80
infraction,56,57,False,False,1025829,16183,16196,629127.0,regular_foul,25,87
infraction,59,16,False,False,552273,16196,16183,598906.0,regular_foul,34,17
infraction,59,47,False,False,629127,16196,16183,285591.0,regular_foul,30,43
infraction,61,18,False,False,629127,16196,16183,598906.0,regular_foul,44,25
infraction,62,39,False,False,552273,16196,16183,285591.0,regular_foul,54,41
infraction,63,13,False,False,629127,16196,16183,552285.0,regular_foul,33,10
infraction,67,57,False,False,370474,16196,16183,,hand_foul,86,96
infraction,73,32,False,False,809609,16183,16196,507210.0,regular_foul,53,79
infraction,74,8,False,False,431018,16196,16183,772710.0,regular_foul,79,63
infraction,75,35,False,False,507210,16196,16183,598906.0,regular_foul,99,76
infraction,79,0,False,False,370474,16196,16183,1025829.0,regular_foul,19,6
offside,82,8,,,809609,16183,16196,,,81,86
infraction,82,29,True,False,863016,16196,16183,356210.0,regular_foul,72,87
infraction,83,1,False,False,731578,16196,16183,274798.0,regular_foul,42,29
infraction,84,49,False,False,552273,16196,16183,552414.0,regular_foul,63,20
infraction,86,0,True,False,489672,16183,16196,413042.0,regular_foul,21,80
infraction,93,39,True,False,431018,16196,16183,,time_lost_foul,99,99
infraction,94,17,False,False,413042,16196,16183,598906.0,regular_foul,39,95
offside,94,42,,,809609,16183,16196,,,80,52
infraction,95,27,True,False,723808,16196,16183,552431.0,regular_foul,22,14
