season_Match_Event_Type_primary,season_Match_Event_minute,season_Match_Event_second,season_Match_Event_infraction_yellowCard,season_Match_Event_infraction_redCard,season_Match_Event_playerId,season_Match_Event_opponentTeamId,season_Match_Event_teamId,season_Match_Event_infraction_opponentId,season_Match_Event_infraction_type,season_Match_Event_location_x,season_Match_Event_location_y
infraction,1,59,False,False,610019,16198,16185,552425.0,regular_foul,23,11
infraction,7,39,False,False,582223,16185,16198,,hand_foul,56,4
offside,8,47,,,629502,16198,16185,,,93,3
infraction,12,18,False,False,582223,16185,16198,552256.0,regular_foul,31,70
infraction,13,31,False,False,543095,16198,16185,356215.0,regular_foul,80,98
infraction,15,10,False,False,552425,16185,16198,621914.0,regular_foul,96,40
infraction,15,50,False,False,630173,16185,16198,331348.0,regular_foul,66,48
infraction,23,8,False,False,630173,16185,16198,584860.0,regular_foul,70,43
infraction,26,28,False,False,552425,16185,16198,629502.0,regular_foul,97,49
infraction,27,26,False,False,582231,16185,16198,543095.0,regular_foul,40,40
infraction,32,47,False,False,658038,16185,16198,552256.0,regular_foul,43,76
infraction,32,53,False,False,630145,16185,16198,267305.0,regular_foul,35,88
infraction,35,14,False,False,692768,16198,16185,356215.0,regular_foul,90,64
infraction,36,2,False,False,630173,16185,16198,552256.0,regular_foul,54,44
infraction,36,21,False,False,658038,16185,16198,552256.0,regular_foul,46,4
infraction,40,22,False,False,552256,16198,16185,552425.0,regular_foul,32,62
infraction,45,49,False,False,629505,16198,16185,630173.0,regular_foul,31,42
offside,53,14,,,640091,16185,16198,,,90,67
infraction,56,34,False,False,692768,16198,16185,552539.0,regular_foul,8,94
infraction,61,46,False,False,582218,16185,16198,552256.0,regular_foul,73,22
offside,63,3,,,582220,16185,16198,,,97,46
infraction,64,59,False,False,582222,16185,16198,584860.0,regular_foul,79,34
infraction,71,17,False,False,640091,16185,16198,610019.0,regular_foul,82,31
infraction,80,35,False,False,198334,16185,16198,684827.0,regular_foul,45,56
infraction,82,17,True,False,630145,16185,16198,629502.0,regular_foul,26,95
infraction,84,55,True,False,584860,16198,16185,198334.0,regular_foul,30,67
infraction,86,36,False,False,629505,16198,16185,0.0,regular_foul,68,58
infraction,88,6,False,False,658038,16185,16198,584860.0,regular_foul,70,42
infraction,91,47,False,False,582218,16185,16198,267305.0,regular_foul,9,91
infraction,99,44,False,False,630145,16185,16198,629502.0,regular_foul,95,97
