season_Match_Event_Type_primary,season_Match_Event_minute,season_Match_Event_second,season_Match_Event_infraction_yellowCard,season_Match_Event_infraction_redCard,season_Match_Event_playerId,season_Match_Event_opponentTeamId,season_Match_Event_teamId,season_Match_Event_infraction_opponentId,season_Match_Event_infraction_type,season_Match_Event_location_x,season_Match_Event_location_y
infraction,2,29,False,False,285034,16202,22864,223.0,regular_foul,93,47
infraction,7,6,False,False,284411,22864,16202,285034.0,regular_foul,40,96
infraction,11,30,False,False,552519,16202,22864,107030.0,regular_foul,29,21
infraction,12,16,False,False,284411,22864,16202,285034.0,regular_foul,78,78
infraction,14,34,False,False,27490,22864,16202,552481.0,regular_foul,76,12
offside,14,53,,,285034,16202,22864,,,67,12
infraction,18,17,False,False,223,22864,16202,285034.0,regular_foul,36,64
infraction,19,50,False,False,1717,22864,16202,0.0,regular_foul,51,85
infraction,24,25,False,False,223,22864,16202,285034.0,regular_foul,39,71
infraction,24,58,False,False,413594,16202,22864,78527.0,regular_foul,78,55
infraction,26,56,False,False,223,22864,16202,285034.0,regular_foul,55,92
infraction,27,20,False,False,552521,16202,22864,295918.0,regular_foul,80,18
infraction,27,47,False,False,552518,16202,22864,27490.0,regular_foul,31,14
infraction,28,42,False,False,295918,22864,16202,120599.0,regular_foul,97,61
offside,33,49,,,552529,16202,22864,,,92,62
infraction,34,13,False,False,347217,22864,16202,552529.0,regular_foul,61,11
infraction,35,44,True,False,347217,22864,16202,552519.0,regular_foul,47,23
infraction,36,22,False,False,27490,22864,16202,552521.0,regular_foul,27,41
infraction,38,10,False,False,552510,16202,22864,218495.0,regular_foul,87,43
infraction,39,53,False,False,295918,22864,16202,413594.0,regular_foul,30,37
infraction,40,17,True,False,218495,22864,16202,,out_of_play_foul,5,59
infraction,40,18,True,False,552521,16202,22864,,out_of_play_foul,91,35
infraction,45,20,False,False,229141,22864,16202,,hand_foul,45,54
infraction,45,31,True,False,229141,22864,16202,,protest_foul,42,41
infraction,45,40,False,False,552530,16202,22864,284411.0,regular_foul,32,9
infraction,47,29,False,False,552078,22864,16202,552495.0,regular_foul,19,23
offside,50,55,,,552518,16202,22864,,,95,55
infraction,51,25,False,False,413594,16202,22864,356209.0,regular_foul,73,92
infraction,52,15,False,False,284411,22864,16202,0.0,regular_foul,98,84
infraction,52,55,False,False,285034,16202,22864,0.0,regular_foul,76,10
infraction,53,20,False,False,27490,22864,16202,552530.0,regular_foul,78,87
infraction,54,36,False,False,552495,16202,22864,347217.0,regular_foul,61,60
infraction,55,4,False,False,552495,16202,22864,229141.0,regular_foul,33,91
infraction,60,1,False,False,229141,22864,16202,552481.0,regular_foul,76,11
infraction,61,7,False,False,223,22864,16202,285034.0,regular_foul,23,88
infraction,62,25,False,False,223,22864,16202,552520.0,regular_foul,42,72
offside,62,39,,,413594,16202,22864,,,84,13
offside,63,31,,,229141,22864,16202,,,80,13
infraction,64,12,False,False,27490,22864,16202,552519.0,regular_foul,52,84
infraction,64,36,False,False,552510,16202,22864,218495.0,regular_foul,95,49
infraction,65,27,False,False,552530,16202,22864,284411.0,regular_foul,23,6
infraction,67,13,False,False,552510,16202,22864,27490.0,regular_foul,50,48
infraction,69,26,False,False,284411,22864,16202,552529.0,regular_foul,77,93
infraction,70,11,False,False,552520,16202,22864,,hand_foul,84,11
infraction,71,9,True,False,552481,16202,22864,229141.0,regular_foul,24,94
infraction,72,14,False,False,229141,22864,16202,552519.0,regular_foul,65,5
infraction,73,7,False,False,0,16202,22864,0.0,regular_foul,71,70
infraction,73,18,False,False,268808,22864,16202,552495.0,regular_foul,63,32
infraction,75,6,False,False,347217,22864,16202,552529.0,regular_foul,44,75
infraction,75,27,False,False,223,22864,16202,,hand_foul,18,86
infraction,76,5,True,False,552520,16202,22864,,simulation_foul,88,28
infraction,76,11,True,False,223,22864,16202,,protest_foul,11,73
infraction,77,2,False,False,0,16202,22864,0.0,regular_foul,68,65
infraction,77,37,False,False,285034,16202,22864,268808.0,regular_foul,32,74
infraction,77,45,True,False,285034,16202,22864,,time_lost_foul,31,72
infraction,81,17,False,False,552519,16202,22864,552065.0,regular_foul,39,66
infraction,81,56,True,False,413594,16202,22864,,protest_foul,37,63
infraction,83,39,False,False,552495,16202,22864,268808.0,regular_foul,43,38
infraction,86,29,False,False,268808,22864,16202,552529.0,regular_foul,38,68
infraction,88,30,False,False,295918,22864,16202,552529.0,regular_foul,23,25
infraction,88,32,True,False,295918,22864,16202,,protest_foul,22,27
infraction,91,20,False,False,27490,22864,16202,,hand_foul,92,57
infraction,91,59,False,False,552520,16202,22864,223.0,regular_foul,77,15
